Filename,Step,Prompt,Model,Width,Height,arniqa,clipiqa,cnniqa,metaiqa
image_512x512_step1_prompt1.png,1,"A sunset over a futuristic city with flying cars, in 8k resolution",sdxl-turbo,512,512,0.3972818851470947,0.1621674001216888,0.4875425994396209,0.5691108107566833
image_512x512_step1_prompt2.png,1,"A peaceful forest with a small waterfall and vibrant wildlife, photorealistic",sdxl-turbo,512,512,0.4489407837390899,0.207174614071846,0.4934416711330414,0.5327232480049133
image_512x512_step1_prompt3.png,1,"A cyberpunk city street with neon lights and rain-soaked pavement, 8k",sdxl-turbo,512,512,0.3006557524204254,0.1857475787401199,0.4221332669258117,0.4903262257575989
image_512x512_step1_prompt4.png,1,An astronaut floating in deep space with the Earth visible in the background,sdxl-turbo,512,512,0.3329854905605316,0.144040435552597,0.3984702229499817,0.4737078547477722
image_512x512_step1_prompt5.png,1,"A majestic dragon soaring above snowy mountains, high detail",sdxl-turbo,512,512,0.4536015689373016,0.2268436849117279,0.5208133459091187,0.7788873314857483
image_512x512_step1_prompt6.png,1,"A serene lakeside cabin in the woods at sunrise, photorealistic",sdxl-turbo,512,512,0.4337780773639679,0.1659362763166427,0.377712607383728,0.5745401382446289
image_512x512_step1_prompt7.png,1,A bustling medieval marketplace filled with merchants and townsfolk,sdxl-turbo,512,512,0.442230224609375,0.1933581531047821,0.5034403800964355,0.5519068241119385
image_512x512_step1_prompt8.png,1,A steampunk-inspired airship flying through a cloudy sky,sdxl-turbo,512,512,0.3884522318840027,0.1498380005359649,0.4517107009887695,0.5938154458999634
image_512x512_step1_prompt9.png,1,A mystical underwater city with glowing plants and sea creatures,sdxl-turbo,512,512,0.3787806034088135,0.2848945558071136,0.5054931640625,0.6052675843238831
image_512x512_step1_prompt10.png,1,"A beautiful fairy sitting on a mushroom in a magical forest, ultra detailed",sdxl-turbo,512,512,0.4269314408302307,0.228974774479866,0.4660013318061828,0.5264812111854553
image_512x512_step1_prompt11.png,1,A futuristic robotic soldier in a post-apocalyptic wasteland,sdxl-turbo,512,512,0.4025422632694244,0.1514873802661895,0.4578091502189636,0.7564208507537842
image_512x512_step1_prompt12.png,1,"An ancient temple hidden in a dense jungle, mysterious and atmospheric",sdxl-turbo,512,512,0.455198585987091,0.1911257058382034,0.5259132385253906,0.5125154256820679
image_512x512_step1_prompt13.png,1,A vibrant carnival scene at night with colorful lights and rides,sdxl-turbo,512,512,0.3335606455802917,0.1429044008255005,0.3693586587905884,0.5478918552398682
image_512x512_step1_prompt14.png,1,A vast desert landscape with towering sand dunes and a lone traveler,sdxl-turbo,512,512,0.4457588493824005,0.2271582186222076,0.4091467261314392,0.6283093094825745
image_512x512_step1_prompt15.png,1,"A bustling futuristic cityscape with skyscrapers and flying vehicles, in 8k",sdxl-turbo,512,512,0.3749105334281921,0.1452811658382415,0.4224060773849487,0.6804377436637878
image_512x512_step1_prompt16.png,1,"A tranquil Zen garden with stone paths, cherry blossoms, and a pond",sdxl-turbo,512,512,0.4103078246116638,0.1624096781015396,0.4313407838344574,0.7343767881393433
image_512x512_step1_prompt17.png,1,A magical winter wonderland with snow-covered trees and glowing lights,sdxl-turbo,512,512,0.347744345664978,0.2476677894592285,0.4729987680912018,0.770419180393219
image_512x512_step1_prompt18.png,1,A futuristic spaceship interior with advanced technology and glowing screens,sdxl-turbo,512,512,0.4080255925655365,0.150027647614479,0.41751629114151,0.473459780216217
image_512x512_step1_prompt19.png,1,A vibrant alien planet with strange plants and two suns in the sky,sdxl-turbo,512,512,0.3964350521564483,0.1945548355579376,0.4932878613471985,0.4627841114997864
image_512x512_step1_prompt20.png,1,A rustic old library filled with ancient books and a cozy fireplace,sdxl-turbo,512,512,0.4937254786491394,0.1134358197450637,0.4409218728542328,0.4330121874809265
image_512x512_step1_prompt21.png,1,"A golden palace floating in the clouds with waterfalls cascading down, highly detailed",sdxl-turbo,512,512,0.4157061278820038,0.1867282837629318,0.4576787650585174,0.6831925511360168
image_512x512_step1_prompt22.png,1,"An ancient wizard casting a spell in a dark, mystical cave, glowing effects",sdxl-turbo,512,512,0.3882553875446319,0.1665845364332199,0.4187535345554352,0.4594236016273498
image_512x512_step1_prompt23.png,1,A dystopian cityscape with abandoned skyscrapers and overgrown vegetation,sdxl-turbo,512,512,0.320538580417633,0.1040894389152526,0.4646026492118835,0.6576112508773804
image_512x512_step1_prompt24.png,1,"A vibrant coral reef teeming with colorful fish and glowing sea life, photorealistic",sdxl-turbo,512,512,0.3622577488422394,0.2330718487501144,0.4828121066093445,0.6083798408508301
image_512x512_step1_prompt25.png,1,"A lone samurai standing on a hill under a blood-red sunset, atmospheric",sdxl-turbo,512,512,0.3343019485473633,0.1643840968608856,0.420645534992218,0.57621830701828
image_512x512_step1_prompt26.png,1,"A cozy treehouse hidden deep in a lush, green forest, detailed and warm",sdxl-turbo,512,512,0.4836332499980926,0.2067940980195999,0.5382601618766785,0.74973464012146
